Symbol,Name,Date,Beta,PBR,MarketCap,Momentum1M,Momentum3M,Momentum6M,Momentum12M,Volatility,RSI,MACD,Signal,MACD_Hist,Sector,Industry,Beta_Factor,Value_Factor,Size_Factor,Momentum_Factor,Volatility_Factor,weighted_score,factor_percentile,smart_signal,signal_strength,rebalance_priority,to_rebalance
UNH,UnitedHealth Group Inc.,2021-10-25,0.43,3.09,295.56,10.42,7.99,13.09,37.92,26.76,87.94,8.84,3.9,4.93,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.5,-0.375,-0.05,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2021-10-26,1.11,55.49,4110.34,1.63,0.37,11.19,30.62,28.78,76.6,0.87,0.01,0.85,Technology,Consumer Electronics,-0.5,-1,-0.875,0.375,-0.5,-0.5,0.25,SELL,MEDIUM,7,1
AMZN,Amazon.com Inc.,2021-10-26,1.37,6.64,2455.22,-1.44,-8.75,-0.97,5.27,30.09,60.99,0.23,-0.19,0.41,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.125,-0.625,-0.4,0.375,NEUTRAL,MEDIUM,6,0
GOOGL,Alphabet Inc.,2021-10-26,1.08,10.1,3917.54,-2.04,3.93,20.62,75.86,26.22,54.31,0.15,0.2,-0.05,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.75,-0.125,-0.225,0.75,BUY,MEDIUM,3,1
META,Meta Platforms Inc.,2021-10-26,1.27,8.26,1603.61,-10.53,-15.21,4.21,13.97,31.35,37.52,-6.72,-6.97,0.25,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.25,-0.75,-0.375,0.5625,NEUTRAL,MEDIUM,4.5,0
MSFT,Microsoft Corporation,2021-10-26,1.06,9.77,3545.55,3.59,7.49,19.07,48.97,26.73,80.53,4.06,2.67,1.39,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.625,-0.25,-0.2,0.875,BUY,MEDIUM,2,1
NVDA,NVIDIA Corporation,2021-10-26,2.27,36.35,4321.92,11.94,28.13,59.76,88.28,44.21,88.63,0.56,0.22,0.33,Technology,Semiconductors,-1,-0.875,-1,0.875,-0.875,-0.575,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2021-10-26,1.87,17.43,1394.85,31.51,54.87,37.96,142.32,54.37,92.62,18.53,12.06,6.47,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,1,-1,-0.375,0.5625,NEUTRAL,MEDIUM,4.5,0
UNH,UnitedHealth Group Inc.,2021-10-26,0.43,3.09,295.56,11.68,10.32,15.67,42.76,26.75,88.61,10.13,5.15,4.98,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.5,-0.375,-0.05,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2021-10-27,1.11,55.49,4110.34,2.39,1.57,11.11,28.48,28.77,71.48,0.94,0.2,0.75,Technology,Consumer Electronics,-0.5,-1,-0.875,0.375,-0.5,-0.5,0.25,SELL,MEDIUM,7,1
AMZN,Amazon.com Inc.,2021-10-27,1.37,6.64,2455.22,-0.39,-6.45,-0.73,3.23,30.08,59.1,0.34,-0.08,0.42,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.125,-0.625,-0.4,0.375,NEUTRAL,MEDIUM,6,0
GOOGL,Alphabet Inc.,2021-10-27,1.08,10.1,3917.54,3.65,10.85,27.65,82.9,26.27,63.72,0.66,0.29,0.37,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.875,-0.125,-0.2,0.875,BUY,MEDIUM,2,1
META,Meta Platforms Inc.,2021-10-27,1.27,8.26,1603.61,-11.7,-15.11,2.85,10.21,31.34,37.96,-7.66,-7.11,-0.55,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.25,-0.75,-0.375,0.5625,NEUTRAL,MEDIUM,4.5,0
MSFT,Microsoft Corporation,2021-10-27,1.06,9.77,3545.55,9.86,13,23.88,52.94,26.76,86.16,5.17,3.17,2,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.625,-0.375,-0.225,0.75,BUY,MEDIUM,3,1
NVDA,NVIDIA Corporation,2021-10-27,2.27,36.35,4321.92,12.89,27.32,59.03,82.71,44.21,83.16,0.67,0.31,0.36,Technology,Semiconductors,-1,-0.875,-1,0.75,-0.875,-0.6,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2021-10-27,1.87,17.43,1394.85,31.15,60.96,47.27,144.39,54.36,92.85,20.9,13.83,7.07,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,1,-1,-0.375,0.5625,NEUTRAL,MEDIUM,4.5,0
UNH,UnitedHealth Group Inc.,2021-10-27,0.43,3.09,295.56,11.9,9.63,15.78,43.52,26.75,85.39,10.94,6.31,4.63,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.5,-0.25,-0.025,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2021-10-28,1.11,55.49,4110.34,7.51,5.39,14.58,38.09,28.78,79.72,1.28,0.41,0.87,Technology,Consumer Electronics,-0.5,-1,-0.875,0.375,-0.5,-0.5,0.25,SELL,MEDIUM,7,1
AMZN,Amazon.com Inc.,2021-10-28,1.37,6.64,2455.22,3.94,-5.06,-0.34,8.97,30.08,64.76,0.64,0.06,0.58,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.125,-0.625,-0.4,0.375,NEUTRAL,MEDIUM,6,0
GOOGL,Alphabet Inc.,2021-10-28,1.08,10.1,3917.54,7.38,7.17,23.65,93.08,26.26,61.99,1.03,0.44,0.59,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.75,-0.125,-0.225,0.875,BUY,MEDIUM,2,1
META,Meta Platforms Inc.,2021-10-28,1.27,8.26,1603.61,-6.97,-15.1,3.2,18.4,31.34,41.18,-7.94,-7.28,-0.67,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.25,-0.75,-0.375,0.5625,NEUTRAL,MEDIUM,4.5,0
MSFT,Microsoft Corporation,2021-10-28,1.06,9.77,3545.55,14.4,13.54,27.95,61.5,26.76,86.56,6.07,3.75,2.32,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.625,-0.375,-0.225,0.75,BUY,MEDIUM,3,1
NVDA,NVIDIA Corporation,2021-10-28,2.27,36.35,4321.92,20.49,27.91,63.33,97.73,44.2,88.51,0.79,0.41,0.38,Technology,Semiconductors,-1,-0.875,-1,0.875,-0.875,-0.575,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2021-10-28,1.87,17.43,1394.85,38.52,66.47,55.1,165.27,54.36,96.12,23.56,15.77,7.78,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,1,-1,-0.375,0.5625,NEUTRAL,MEDIUM,4.5,0
UNH,UnitedHealth Group Inc.,2021-10-28,0.43,3.09,295.56,14.25,11.7,16.25,50,26.74,85,11.59,7.36,4.23,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.5,-0.25,-0.025,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2021-10-29,1.11,55.49,4110.34,4.88,3.01,12.59,30.73,28.78,68.44,1.32,0.6,0.72,Technology,Consumer Electronics,-0.5,-1,-0.875,0.375,-0.5,-0.5,0.25,SELL,MEDIUM,7,1
AMZN,Amazon.com Inc.,2021-10-29,1.37,6.64,2455.22,2.16,-6.32,-2.85,5.03,30.08,61.12,0.57,0.16,0.41,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.125,-0.625,-0.4,0.375,NEUTRAL,MEDIUM,6,0
GOOGL,Alphabet Inc.,2021-10-29,1.08,10.1,3917.54,10.19,9.04,23.74,90.18,26.26,67.16,1.48,0.65,0.83,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.75,-0.125,-0.225,0.875,BUY,MEDIUM,2,1
META,Meta Platforms Inc.,2021-10-29,1.27,8.26,1603.61,-4.72,-9.7,-1.8,15.22,31.34,48.77,-7.54,-7.33,-0.21,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.25,-0.75,-0.375,0.5625,NEUTRAL,MEDIUM,4.5,0
MSFT,Microsoft Corporation,2021-10-29,1.06,9.77,3545.55,16.77,15.97,31.88,63.47,26.76,89.78,7.26,4.45,2.81,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.625,-0.375,-0.225,0.75,BUY,MEDIUM,3,1
NVDA,NVIDIA Corporation,2021-10-29,2.27,36.35,4321.92,24.61,30.06,66.9,96.51,44.19,91.81,0.93,0.51,0.42,Technology,Semiconductors,-1,-0.875,-1,0.875,-0.875,-0.575,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2021-10-29,1.87,17.43,1394.85,42.58,64.46,64.55,171.16,54.36,96.46,26.35,17.89,8.46,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,1,-1,-0.375,0.5625,NEUTRAL,MEDIUM,4.5,0
UNH,UnitedHealth Group Inc.,2021-10-29,0.43,3.09,295.56,15,12.14,15.5,53.81,26.73,90.39,12.35,8.36,3.99,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.5,-0.25,-0.025,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2021-11-01,1.11,55.49,4110.34,4.42,2.28,13.67,37.72,28.77,70.15,1.27,0.73,0.54,Technology,Consumer Electronics,-0.5,-1,-0.875,0.375,-0.5,-0.5,0.25,SELL,MEDIUM,7,1
AMZN,Amazon.com Inc.,2021-11-01,1.37,6.64,2455.22,1.06,-0.28,-4.31,9.29,30.08,55.7,0.29,0.19,0.1,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.125,-0.625,-0.4,0.375,NEUTRAL,MEDIUM,6,0
GOOGL,Alphabet Inc.,2021-11-01,1.08,10.1,3917.54,5.09,6.51,21.94,77.58,26.28,62.28,1.45,0.81,0.64,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.75,-0.125,-0.225,0.875,BUY,MEDIUM,2,1
META,Meta Platforms Inc.,2021-11-01,1.27,8.26,1603.61,-3.8,-7.39,1.51,25.42,31.34,53.82,-6.64,-7.19,0.55,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.25,-0.75,-0.375,0.5625,NEUTRAL,MEDIUM,4.5,0
MSFT,Microsoft Corporation,2021-11-01,1.06,9.77,3545.55,13.93,15.83,31.16,64.17,26.75,88.1,7.94,5.15,2.79,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.625,-0.375,-0.225,0.75,BUY,MEDIUM,3,1
NVDA,NVIDIA Corporation,2021-11-01,2.27,36.35,4321.92,24.52,32.48,72.14,106.27,44.18,92.53,1.05,0.62,0.43,Technology,Semiconductors,-1,-0.875,-1,0.875,-0.875,-0.575,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2021-11-01,1.87,17.43,1394.85,55.9,75.87,70.36,211.46,54.43,97.13,30.76,20.46,10.3,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,1,-1,-0.375,0.5625,NEUTRAL,MEDIUM,4.5,0
UNH,UnitedHealth Group Inc.,2021-11-01,0.43,3.09,295.56,15.72,10.55,14.69,50.96,26.73,84.7,12.33,9.16,3.17,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.5,-0.25,-0.025,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2021-11-02,1.11,55.49,4110.34,5.17,3.25,14.48,38.81,28.77,74.04,1.29,0.84,0.45,Technology,Consumer Electronics,-0.5,-1,-0.875,0.375,-0.5,-0.5,0.25,SELL,MEDIUM,7,1
AMZN,Amazon.com Inc.,2021-11-02,1.37,6.64,2455.22,0.9,-0.56,-4.46,10.26,30.07,52.42,0.05,0.16,-0.11,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.125,-0.625,-0.4,0.375,NEUTRAL,MEDIUM,6,0
GOOGL,Alphabet Inc.,2021-11-02,1.08,10.1,3917.54,6.51,7.84,23.59,79.07,26.28,63.31,1.57,0.96,0.61,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.75,-0.125,-0.225,0.875,BUY,MEDIUM,2,1
META,Meta Platforms Inc.,2021-11-02,1.27,8.26,1603.61,-4.35,-6.78,0.92,25.53,31.33,52.15,-6,-6.95,0.95,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.25,-0.75,-0.375,0.5625,NEUTRAL,MEDIUM,4.5,0
MSFT,Microsoft Corporation,2021-11-02,1.06,9.77,3545.55,15.23,17.19,32.66,66.16,26.75,88.18,8.67,5.85,2.82,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.625,-0.375,-0.225,0.75,BUY,MEDIUM,3,1
NVDA,NVIDIA Corporation,2021-11-02,2.27,36.35,4321.92,27.28,33.7,75.97,110.07,44.18,92.89,1.17,0.73,0.44,Technology,Semiconductors,-1,-0.875,-1,0.875,-0.875,-0.575,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2021-11-02,1.87,17.43,1394.85,51.18,65.15,65.2,192.63,54.43,89.35,32.89,22.95,9.94,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,1,-1,-0.375,0.5625,NEUTRAL,MEDIUM,4.5,0
UNH,UnitedHealth Group Inc.,2021-11-02,0.43,3.09,295.56,15.19,9.16,14.16,46.92,26.73,82.31,12.02,9.73,2.29,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.5,-0.25,-0.025,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2021-11-03,1.11,55.49,4110.34,6.2,2.96,14.66,38.05,28.76,72,1.41,0.96,0.46,Technology,Consumer Electronics,-0.5,-1,-0.875,0.375,-0.5,-0.5,0.25,SELL,MEDIUM,7,1
AMZN,Amazon.com Inc.,2021-11-03,1.37,6.64,2455.22,3.07,0.53,-0.07,11.01,30.07,56.53,0.15,0.16,-0.01,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.125,-0.625,-0.4,0.375,NEUTRAL,MEDIUM,6,0
GOOGL,Alphabet Inc.,2021-11-03,1.08,10.1,3917.54,7.36,8.09,25.13,78.16,26.27,60.05,1.73,1.11,0.62,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.75,-0.125,-0.225,0.875,BUY,MEDIUM,2,1
META,Meta Platforms Inc.,2021-11-03,1.27,8.26,1603.61,-3.32,-5.59,2.8,25,31.32,51.89,-5.16,-6.59,1.44,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.25,-0.75,-0.375,0.5625,NEUTRAL,MEDIUM,4.5,0
MSFT,Microsoft Corporation,2021-11-03,1.06,9.77,3545.55,15.53,16.55,33.17,63.28,26.74,86.64,9.22,6.53,2.69,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.625,-0.375,-0.225,0.75,BUY,MEDIUM,3,1
NVDA,NVIDIA Corporation,2021-11-03,2.27,36.35,4321.92,28.23,34.26,79.34,104.51,44.16,92.13,1.27,0.84,0.43,Technology,Semiconductors,-1,-0.875,-1,0.875,-0.875,-0.575,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2021-11-03,1.87,17.43,1394.85,56.58,71.03,77.23,186.36,54.43,90.09,35.29,25.42,9.88,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,1,-1,-0.375,0.5625,NEUTRAL,MEDIUM,4.5,0
UNH,UnitedHealth Group Inc.,2021-11-03,0.43,3.09,295.56,16.54,8.78,13.48,44.36,26.72,79.1,12.03,10.19,1.84,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.5,-0.25,-0.025,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2021-11-04,1.11,55.49,4110.34,8.5,2.88,18.45,32.17,28.75,67.98,1.45,1.06,0.4,Technology,Consumer Electronics,-0.5,-1,-0.875,0.5,-0.5,-0.475,0.25,SELL,MEDIUM,7,1
AMZN,Amazon.com Inc.,2021-11-04,1.37,6.64,2455.22,9,3.65,4.99,7.28,30.08,55.41,0.59,0.24,0.35,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.125,-0.625,-0.4,0.375,NEUTRAL,MEDIUM,6,0
GOOGL,Alphabet Inc.,2021-11-04,1.08,10.1,3917.54,10.93,9.73,28.55,69.85,26.27,62.08,1.97,1.28,0.69,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.75,-0.125,-0.225,0.875,BUY,MEDIUM,2,1
META,Meta Platforms Inc.,2021-11-04,1.27,8.26,1603.61,2.95,-6.43,5.49,16.87,31.32,56.73,-4.1,-6.1,2,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.25,-0.75,-0.375,0.5625,NEUTRAL,MEDIUM,4.5,0
MSFT,Microsoft Corporation,2021-11-04,1.06,9.77,3545.55,18.84,17.65,36.35,56.91,26.74,86.94,9.72,7.17,2.56,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.625,-0.375,-0.225,0.75,BUY,MEDIUM,3,1
NVDA,NVIDIA Corporation,2021-11-04,2.27,36.35,4321.92,51.03,47.02,107.74,116.27,44.37,94.88,1.59,0.99,0.6,Technology,Semiconductors,-1,-0.875,-1,0.875,-0.875,-0.575,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2021-11-04,1.87,17.43,1394.85,57.37,73,82.59,192.15,54.42,89.92,37.2,27.77,9.43,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,1,-1,-0.375,0.5625,NEUTRAL,MEDIUM,4.5,0
UNH,UnitedHealth Group Inc.,2021-11-04,0.43,3.09,295.56,18.02,8.74,11.84,30.68,26.71,75.44,11.86,10.52,1.34,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.375,-0.25,-0.05,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2021-11-05,1.11,55.49,4110.34,7.36,3.17,18.65,28.1,28.74,65.62,1.51,1.15,0.36,Technology,Consumer Electronics,-0.5,-1,-0.875,0.375,-0.5,-0.5,0.25,SELL,MEDIUM,7,1
AMZN,Amazon.com Inc.,2021-11-05,1.37,6.64,2455.22,9.25,4.24,7.6,5.93,30.08,55.71,1.1,0.42,0.68,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.125,-0.625,-0.4,0.375,NEUTRAL,MEDIUM,6,0
GOOGL,Alphabet Inc.,2021-11-05,1.08,10.1,3917.54,9.43,9.25,28.61,68.91,26.26,60.95,2.19,1.46,0.72,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.75,-0.125,-0.225,0.875,BUY,MEDIUM,2,1
META,Meta Platforms Inc.,2021-11-05,1.27,8.26,1603.61,2.45,-6.02,8.29,15.76,31.32,53.76,-2.81,-5.44,2.63,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.25,-0.75,-0.375,0.5625,NEUTRAL,MEDIUM,4.5,0
MSFT,Microsoft Corporation,2021-11-05,1.06,9.77,3545.55,16.38,16.3,36.93,51.88,26.73,85.15,9.98,7.73,2.25,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.625,-0.375,-0.225,0.75,BUY,MEDIUM,3,1
NVDA,NVIDIA Corporation,2021-11-05,2.27,36.35,4321.92,45.48,44.19,105.86,110.33,44.36,94.12,1.82,1.15,0.66,Technology,Semiconductors,-1,-0.875,-1,0.875,-0.875,-0.575,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2021-11-05,1.87,17.43,1394.85,56.56,71.01,82.15,178.96,54.4,87.82,38.07,29.83,8.23,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,1,-1,-0.375,0.5625,NEUTRAL,MEDIUM,4.5,0
UNH,UnitedHealth Group Inc.,2021-11-05,0.43,3.09,295.56,15.86,11.24,11.29,30.47,26.71,78.94,11.52,10.72,0.8,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.5,-0.25,-0.025,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2021-11-08,1.11,55.49,4110.34,5.43,3.09,15.88,27.53,28.74,56.56,1.47,1.21,0.26,Technology,Consumer Electronics,-0.5,-1,-0.875,0.375,-0.5,-0.5,0.25,SELL,MEDIUM,7,1
AMZN,Amazon.com Inc.,2021-11-08,1.37,6.64,2455.22,6.09,4.31,6,5.36,30.07,53.4,1.36,0.61,0.76,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.125,-0.625,-0.4,0.375,NEUTRAL,MEDIUM,6,0
GOOGL,Alphabet Inc.,2021-11-08,1.08,10.1,3917.54,6.61,9.79,26.73,69.38,26.25,60.56,2.34,1.64,0.7,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.75,-0.125,-0.225,0.875,BUY,MEDIUM,2,1
META,Meta Platforms Inc.,2021-11-08,1.27,8.26,1603.61,2.6,-6.85,6.12,15.41,31.31,49.09,-1.96,-4.74,2.78,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.25,-0.75,-0.375,0.5625,NEUTRAL,MEDIUM,4.5,0
MSFT,Microsoft Corporation,2021-11-08,1.06,9.77,3545.55,14.29,16.64,34.05,52.01,26.72,85.14,10.14,8.21,1.93,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.625,-0.375,-0.225,0.75,BUY,MEDIUM,3,1
NVDA,NVIDIA Corporation,2021-11-08,2.27,36.35,4321.92,47.88,51.28,108.05,111.76,44.36,94.73,2.06,1.34,0.72,Technology,Semiconductors,-1,-0.875,-1,0.875,-0.875,-0.575,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2021-11-08,1.87,17.43,1394.85,48.05,66.35,72.96,170.48,54.42,78.79,36.74,31.21,5.52,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,1,-1,-0.375,0.5625,NEUTRAL,MEDIUM,4.5,0
UNH,UnitedHealth Group Inc.,2021-11-08,0.43,3.09,295.56,13.26,11.83,11.56,35.06,26.7,81.62,11.64,10.91,0.73,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.5,-0.25,-0.025,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2021-11-09,1.11,55.49,4110.34,5.69,3.38,16.16,30.45,28.73,56.17,1.45,1.26,0.19,Technology,Consumer Electronics,-0.5,-1,-0.875,0.375,-0.5,-0.5,0.25,SELL,MEDIUM,7,1
AMZN,Amazon.com Inc.,2021-11-09,1.37,6.64,2455.22,8.75,7.01,8.65,13.76,30.07,61.22,1.91,0.87,1.04,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.125,-0.625,-0.4,0.375,NEUTRAL,MEDIUM,6,0
GOOGL,Alphabet Inc.,2021-11-09,1.08,10.1,3917.54,6.53,8.77,26.64,69.09,26.25,63.7,2.43,1.8,0.63,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.75,-0.125,-0.225,0.875,BUY,MEDIUM,2,1
META,Meta Platforms Inc.,2021-11-09,1.27,8.26,1603.61,1.61,-7.26,5.11,20.3,31.3,46.5,-1.53,-4.1,2.57,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.25,-0.75,-0.375,0.5625,NEUTRAL,MEDIUM,4.5,0
MSFT,Microsoft Corporation,2021-11-09,1.06,9.77,3545.55,13.94,16.74,33.63,55.24,26.71,84.69,10.07,8.58,1.49,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.625,-0.375,-0.225,0.75,BUY,MEDIUM,3,1
NVDA,NVIDIA Corporation,2021-11-09,2.27,36.35,4321.92,47.17,51.08,107.05,125.15,44.35,95.13,2.21,1.51,0.7,Technology,Semiconductors,-1,-0.875,-1,0.875,-0.875,-0.575,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2021-11-09,1.87,17.43,1394.85,30.3,43.4,52.22,142.96,54.6,62.01,31.57,31.29,0.28,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,1,-1,-0.375,0.5625,NEUTRAL,MEDIUM,4.5,0
UNH,UnitedHealth Group Inc.,2021-11-09,0.43,3.09,295.56,13.68,13.41,11.98,34.58,26.7,78.42,11.72,11.07,0.65,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.5,-0.25,-0.025,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2021-11-10,1.11,55.49,4110.34,3.66,1.74,16.96,28.34,28.73,46.05,1.19,1.24,-0.05,Technology,Consumer Electronics,-0.5,-1,-0.875,0.375,-0.5,-0.5,0.25,SELL,MEDIUM,7,1
AMZN,Amazon.com Inc.,2021-11-10,1.37,6.64,2455.22,5.88,4.86,9.14,14.73,30.08,52.97,1.93,1.08,0.85,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.125,-0.625,-0.4,0.375,NEUTRAL,MEDIUM,6,0
GOOGL,Alphabet Inc.,2021-11-10,1.08,10.1,3917.54,4.37,6.64,27.32,67.91,26.25,56.91,2.23,1.88,0.35,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.75,-0.125,-0.225,0.875,BUY,MEDIUM,2,1
META,Meta Platforms Inc.,2021-11-10,1.27,8.26,1603.61,-0.73,-9.27,7.08,20.27,31.31,41.53,-1.79,-3.64,1.85,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.25,-0.75,-0.375,0.5625,NEUTRAL,MEDIUM,4.5,0
MSFT,Microsoft Corporation,2021-11-10,1.06,9.77,3545.55,12.19,15.71,34.4,58.21,26.71,73.33,9.5,8.77,0.74,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.625,-0.375,-0.225,0.75,BUY,MEDIUM,3,1
NVDA,NVIDIA Corporation,2021-11-10,2.27,36.35,4321.92,41.42,47.79,106.59,130.93,44.37,83.54,2.21,1.65,0.56,Technology,Semiconductors,-1,-0.875,-1,0.875,-0.875,-0.575,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2021-11-10,1.87,17.43,1394.85,35.96,50.42,69.77,160.25,54.6,62.93,28.34,30.7,-2.35,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,1,-1,-0.375,0.5625,NEUTRAL,MEDIUM,4.5,0
UNH,UnitedHealth Group Inc.,2021-11-10,0.43,3.09,295.56,12.59,12.08,10.05,31.9,26.69,68.08,11.32,11.12,0.2,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.5,-0.25,-0.025,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2021-11-11,1.11,55.49,4110.34,3.69,1.53,17.79,24.51,28.72,48.15,0.97,1.19,-0.22,Technology,Consumer Electronics,-0.5,-1,-0.875,0.375,-0.5,-0.5,0.25,SELL,MEDIUM,7,1
AMZN,Amazon.com Inc.,2021-11-11,1.37,6.64,2455.22,6.97,5.48,7.71,10.68,30.08,59.75,1.89,1.24,0.65,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.125,-0.625,-0.4,0.375,NEUTRAL,MEDIUM,6,0
GOOGL,Alphabet Inc.,2021-11-11,1.08,10.1,3917.54,4.93,6.96,28.43,66.85,26.24,66.53,2.04,1.92,0.12,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.75,-0.125,-0.225,0.875,BUY,MEDIUM,2,1
META,Meta Platforms Inc.,2021-11-11,1.27,8.26,1603.61,0.7,-8.95,6.92,18.54,31.3,52.34,-1.97,-3.3,1.34,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.25,-0.75,-0.375,0.5625,NEUTRAL,MEDIUM,4.5,0
MSFT,Microsoft Corporation,2021-11-11,1.06,9.77,3545.55,12.98,16.07,35.58,54.92,26.71,77.08,9.08,8.83,0.25,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.625,-0.375,-0.225,0.75,BUY,MEDIUM,3,1
